5000 300000
3877 4177 -32
3368 4007 -4
1828 4224 -145
4528 4595 -98
149 1899 -51
667 3937 156
859 4059 160
229 1546 -21
2689 3105 162
1328 1792 -146
1809 3588 221
1388 4694 -26
405 1454 175
725 4779 -36
887 3988 25
455 2014 -126
1172 4503 4
415 2883 40
1591 2146 235
420 1091 3
461 705 226
519 4072 176
2431 2640 58
393 3973 -116
3562 4083 -89
3507 4368 17
1051 4512 43
1246 1710 -24
494 4873 -129
1083 3446 53
234 2498 24
495 3947 -149
415 4094 -129
177 3454 85
1535 4297 -37
1382 2662 163
2345 3700 231
2255 3361 -110
1554 4468 42
4366 4908 217
1426 1829 40
1635 3220 9
1253 3325 30
3526 3776 -3
526 2068 -28
3398 4259 210
1100 3402 190
2161 4046 158
619 3786 77
2380 2691 39
1530 2026 138
190 1803 -85
569 2855 -144
986 3187 157
3642 4854 -147
2628 4640 228
1055 3572 73
4952 4968 -103
3439 4844 84
304 3106 -107
111 4714 92
781 3917 123
1398 4003 179
1076 3580 105
1888 4532 68
2448 3286 171
973 2047 -134
334 2583 -58
34 653 -31
2789 4986 -72
235 3676 -91
2815 3868 38
528 3636 1
643 4349 -33
2867 3728 -32
884 4161 -78
3917 4777 -79
3019 3929 -115
2543 4550 -46
935 4436 24
3532 4898 194
897 1160 237
1612 3589 -140
1722 4035 66
198 573 -63
598 4617 165
39 4148 59
1727 4126 163
1828 2277 -147
2048 4649 107
447 2326 125
4077 4805 -32
1570 3075 223
1168 2528 101
995 1794 135
2964 3967 98
106 2823 162
502 4296 162
2469 4228 76
3127 4995 228
2285 3133 240
1694 2411 -44
2894 2904 23
1307 3354 22
731 4394 43
2751 3178 190
499 1824 111
3619 4490 -26
2111 3894 -59
740 2505 18
3755 4342 -6
998 1552 96
2919 3185 13
1249 2505 55
3722 4761 -97
2871 3160 144
1159 1748 237
1269 4671 51
2354 3978 79
1895 2922 148
1790 3760 -128
2429 3023 -120
2360 2822 -52
496 1823 172
843 3133 5
2415 4971 -99
491 1740 93
1501 4838 180
363 4818 -23
1326 3495 138
1064 3573 -122
1262 2813 -31
530 1987 -67
649 4693 -90
2313 4293 -62
2442 2580 220
2200 3578 43
218 4916 -136
1991 2361 -20
585 3628 36
317 2590 240
1440 4478 177
185 823 205
1721 2366 -9
3747 4338 17
3906 4765 201
1360 1871 -132
1661 2252 -96
1844 4995 197
964 1923 171
1497 3530 -143
3943 4349 -150
145 1152 226
2868 3648 215
668 2846 -55
2273 2298 -94
2874 3464 237
1386 1623 -113
1532 4462 246
619 1520 75
108 2254 182
2635 3110 79
3198 3994 114
392 3988 -7
3378 4736 -36
1933 4753 173
3099 4674 186
2830 3686 72
1976 4818 -48
1829 2107 155
944 2784 -76
421 4902 2
958 4403 222
2132 2443 3
2314 3302 85
2097 2247 -124
3496 4834 -106
667 2043 41
1552 2395 -43
3065 3640 -53
2035 3967 148
1992 2991 85
3169 3383 -107
585 4241 197
60 956 58
1775 1938 101
1531 4269 98
1237 3693 -44
4167 4816 -134
754 2665 127
3021 4939 243
2494 4902 -138
3249 3608 132
1117 3713 104
2576 4994 -79
1358 3621 243
4532 4535 226
3626 3734 -138
3085 3380 64
2360 2411 207
1927 2251 -62
4144 4360 -26
865 4172 167
65 3390 -106
1988 4087 -39
2556 2588 -105
1469 1668 80
3750 4132 -22
4098 4146 89
3336 4705 -69
927 3046 -112
759 4336 167
2887 3144 -16
391 1654 85
1066 4885 -143
2709 4524 151
331 2438 -43
2704 3117 153
358 2195 249
1625 2035 -78
454 4497 -43
2338 3751 -41
3900 4516 90
2353 2798 6
599 4199 -102
298 4907 116
1156 2366 -139
1679 4740 228
2092 3843 185
217 1638 209
1357 3784 216
325 619 76
2984 3383 14
4811 4920 -19
39 1361 -88
449 4143 -64
2186 4907 -103
2401 3901 24
991 1082 -148
3943 3964 -108
1806 4741 125
1841 3309 153
21 2348 28
2384 2604 10
4331 4865 -50
3676 4226 -25
500 801 107
3192 3539 243
1703 4150 154
3116 4124 -145
452 564 -127
2673 4158 -76
3963 4892 49
22 2552 49
2706 4867 201
3091 3426 -12
232 314 -86
2209 3604 212
477 1313 -144
1301 2883 -8
864 3343 101
2263 4841 -53
1599 4804 -113
1677 1997 -93
909 4837 38
2970 4942 227
315 2182 186
1334 2928 66
1051 2619 -49
804 3887 -81
2722 4829 -29
413 4500 124
2832 4380 234
1966 2755 11
3059 3317 219
2640 3493 168
1545 2892 153
795 2100 -120
2651 4278 -89
472 4219 -126
892 4295 -125
311 3464 -28
3165 4092 -40
3866 4563 190
3551 3903 5
1644 2854 -127
2902 4508 33
3010 3738 101
4045 4869 185
721 4190 -126
1833 1932 -54
1645 3030 -73
487 3064 27
488 2058 66
838 1640 174
877 3974 -26
595 2649 -6
455 2384 13
1576 3555 83
498 2678 170
1731 2147 -11
1231 4149 -118
1146 2075 -8
2083 3039 137
3120 4914 96
716 2408 83
3101 4869 223
2857 3661 88
602 2396 239
2239 4767 -48
3098 3323 -131
1494 2266 16
2863 3519 -137
2300 3791 116
552 3649 204
1527 4821 -100
3500 4296 -31
426 1465 -109
807 2719 76
358 1973 175
1424 4571 59
3356 3748 -121
1977 4734 41
124 2151 -90
1151 4578 -103
3825 4132 57
2217 2467 26
1662 2365 187
2837 2944 -90
946 1025 227
1815 3283 -32
2985 4598 130
303 4148 -92
365 2113 21
1771 2558 -77
1051 3316 2
635 2528 -4
221 2807 3
1001 4180 157
1608 4053 152
680 4245 -116
3748 4333 180
178 3837 -23
1391 2972 228
901 1019 169
3599 3952 195
866 3914 -56
1647 3344 190
530 2078 1
1223 3492 -46
193 2592 69
4190 4478 148
4070 4110 180
1281 3301 12
2328 4785 -54
645 1055 210
928 1725 195
2102 2882 -4
1030 3554 -95
946 3393 214
2396 4074 203
2875 4612 44
1514 2980 23
1032 1222 -72
1644 3664 -45
1694 2422 12
1366 4114 -3
2287 4756 -75
413 4431 143
1863 4775 -10
448 4648 162
275 679 -38
3832 4339 23
1719 1782 116
387 2731 -34
1827 4384 -63
649 2012 57
67 167 39
3591 4664 -92
2742 4369 111
3216 3288 -77
68 2340 -85
182 3821 150
1857 4514 -86
156 4946 231
2725 2998 250
2471 4235 18
1003 3759 50
4205 4472 37
1975 3054 189
145 824 179
2768 2897 124
2581 4286 -39
3262 4024 75
1535 3880 85
2135 4524 184
3321 4093 218
3169 4768 99
1847 1900 116
2697 4622 -57
752 2877 195
1125 1907 -18
1293 4420 105
3805 4669 -120
2357 4719 -71
1466 1966 23
830 2597 131
862 3001 -103
3357 3544 221
1925 2387 58
1768 3305 56
1346 1696 36
2436 4144 -77
3357 4995 -86
2639 3391 164
4194 4505 -142
704 2311 207
178 941 243
434 1362 -4
2524 3092 31
761 2683 -49
3018 3963 -15
278 1480 217
1911 4352 -14
817 3253 -83
1152 4127 244
1579 4023 41
4329 4804 58
3027 3568 66
2553 4105 101
1750 2752 184
2742 4676 36
2061 3318 45
2506 4740 -15
1936 3816 -41
1028 2127 83
1251 1751 -12
136 4663 154
153 3211 -26
1503 1685 62
2756 3603 -102
2330 2677 -85
1481 4388 174
3360 4019 81
922 3056 -25
2621 3166 135
188 1639 194
776 4671 140
3889 4778 -50
1727 3881 76
2042 4371 89
622 2781 -139
2718 3935 138
1168 4968 -74
2669 4400 74
1709 2777 -132
37 3514 164
66 924 44
1691 4509 110
1000 2526 -64
4243 4341 165
2053 2388 -14
3241 3468 49
1760 2995 22
1016 2910 31
1489 4750 217
715 1683 -39
1900 3547 149
1374 1609 -87
2437 4088 230
343 4400 76
630 1966 -142
1098 4828 136
1156 3575 240
700 2755 -62
1869 2423 45
2981 3668 241
6 24 113
3755 4240 45
1989 4042 -25
2679 3657 57
2758 2837 -24
2410 4254 111
2963 4443 145
2421 3350 200
430 4574 18
663 2824 168
1217 4062 211
2944 4263 -138
1143 3041 7
1980 3988 -69
2581 4318 125
905 3153 -36
232 2249 235
2944 3342 62
1830 3903 -69
226 1429 -126
1131 3863 -69
2590 2785 225
4111 4179 86
3511 3965 34
760 1832 38
4337 4835 151
4117 4848 -45
3509 4747 -98
254 4423 152
224 2000 107
2433 4650 0
4625 4760 -34
1746 3112 -2
2337 2361 10
1580 2729 71
3175 4699 40
1407 1934 -54
1764 3774 204
945 4074 179
1943 3163 -26
2675 4332 -107
1644 3679 -124
508 593 37
2542 4026 80
3771 4492 -49
2317 2981 -62
3943 4873 137
303 4326 -90
2620 3117 58
117 1283 105
320 3422 4
760 4486 73
412 1894 -52
4027 4121 92
4104 4990 2
3011 4590 193
3632 4151 -118
1382 3507 189
3035 4029 209
386 1597 8
588 2689 174
2165 2426 212
457 1782 -40
2369 2436 237
1238 1386 218
33 3721 -103
61 2327 28
4 4626 -41
3912 4374 6
1731 2274 -44
1175 2499 246
1071 2104 -62
814 1458 64
1451 4080 49
131 2618 120
3291 4335 -106
2197 4784 221
587 1720 159
1032 3275 177
2802 3549 119
2792 2836 32
1497 2217 161
379 4989 75
3562 3564 -91
59 565 133
2520 4264 -70
1325 2138 196
2819 4624 149
144 4744 33
368 3915 158
2840 3821 163
895 3520 -91
148 1727 204
54 885 17
2711 4155 -30
1374 4506 197
1904 4861 242
1265 4756 -100
408 1740 95
226 1413 164
1386 4299 6
1876 2780 -144
703 2148 78
3705 4451 48
2324 4537 239
1881 4190 -73
851 2897 -94
660 2386 103
403 2873 -64
545 3263 -47
530 4000 48
256 2094 59
1471 4281 72
4130 4419 -100
2807 3290 17
3704 3738 -52
2017 2128 58
3391 4439 -22
198 2668 136
4801 4816 -84
2764 4496 -92
273 3284 -43
2299 4412 241
611 1080 187
2719 4334 197
2683 3303 173
2213 3255 67
69 4777 -32
1287 3324 -46
910 2435 198
587 4969 213
3592 4903 -133
1125 4013 47
317 4352 246
1159 2524 39
3979 4125 -130
1246 1872 147
3800 4049 -91
2057 3787 189
1373 4624 57
2928 3881 152
630 3435 239
4379 4480 250
1183 2989 -118
1710 3563 109
1536 2832 -23
224 2177 234
267 4425 -15
3814 4355 162
2801 4244 25
1762 3085 155
4005 4921 110
1629 2697 -81
2615 4786 -2
2908 4592 -77
2506 3347 226
1589 3520 16
292 2740 -104
570 4903 39
927 1800 -23
739 3947 206
1149 4914 109
1139 4658 131
260 3703 -91
2803 4275 -148
955 4376 23
4597 4867 54
4372 4903 -100
1451 2280 85
3130 4924 -69
2569 4254 -55
1125 3385 150
2080 2465 -11
221 3842 177
4427 4881 150
824 1220 -18
4859 4976 0
4466 4782 -139
1275 1756 -30
3315 3544 -43
1886 4460 58
1959 3011 87
408 3445 -146
52 4296 244
1050 1781 27
472 4150 131
1575 4363 -83
2558 4361 -123
263 3544 81
908 2284 200
1224 3171 99
3533 3899 196
2561 3611 -18
176 1760 -126
1205 2863 -57
3942 4419 156
3176 3810 -86
980 3222 170
2543 3114 -144
4777 4814 -76
125 3610 84
1136 4659 48
1072 1441 49
1487 2019 23
3397 4643 -60
769 986 65
1717 4426 145
1663 3250 -98
337 4481 -40
51 2203 188
1038 4077 177
3196 4915 -60
3421 4233 180
323 4209 11
185 3449 206
4664 4679 142
2689 3404 -16
1861 4077 42
246 2112 14
454 2566 247
2140 3439 180
476 1244 -26
2314 4452 3
2304 4896 110
1821 3064 144
630 1207 -57
673 3167 26
248 4595 26
2230 4564 -43
1711 3312 43
1195 3698 226
1743 3638 155
951 3633 -106
3751 4925 -95
2547 3914 51
1905 3434 47
1516 3062 169
3432 4482 -123
1332 1829 26
2346 3433 191
131 559 -83
466 3367 129
1937 4670 -109
594 1998 -70
2019 4258 -127
2010 3698 74
899 2324 191
1122 4263 69
2054 2401 180
637 2283 32
487 2025 151
222 279 -19
1741 2608 194
2568 3728 74
499 3219 145
2562 4762 65
703 4753 48
931 1953 -94
850 1269 -77
847 3844 19
711 4948 131
4401 4722 86
848 1503 -143
3239 3689 -13
377 2475 90
495 4002 181
2396 3456 98
2358 4681 181
927 2714 -37
47 1586 71
767 3675 -141
2407 3795 197
503 1075 158
2609 4725 -105
1330 2376 168
2355 4835 79
2438 2944 43
2329 4220 57
61 4291 38
1738 2694 52
2016 4354 -4
1889 3077 142
1646 4853 -104
1388 2997 -19
4370 4488 -89
1615 2983 -19
711 820 -1
1026 1946 -68
3231 3837 -143
2336 2384 99
453 2207 64
1003 2630 65
2647 2932 -98
834 4503 150
2657 4460 149
1274 4158 205
1903 2297 -4
2815 3555 73
53 1428 246
1739 2493 71
932 1958 -14
1990 2230 -20
2051 2817 62
1247 3557 -127
1107 4033 187
2670 4814 -55
1117 4747 194
3513 3853 170
506 854 -117
722 1828 220
546 4480 -31
3818 4387 50
962 3975 31
3252 3576 -114
709 1079 242
4059 4089 -146
3001 3887 46
1170 1670 143
81 265 -73
440 4610 70
2676 3415 95
569 2358 132
1760 3257 187
427 4211 64
1747 3188 136
2031 4537 -43
462 3688 16
41 3221 39
3316 4207 -74
341 376 239
294 819 -148
2198 2463 -90
1030 3168 -57
1661 4879 17
2436 4649 61
2725 2895 -129
2364 2573 -25
2773 4999 -64
40 1804 45
638 1262 -48
2290 2694 21
590 3974 -23
607 2536 225
481 3747 -65
685 4964 226
1545 2803 -56
1599 3205 70
1703 2547 11
1992 4193 127
2224 4698 134
4260 4823 118
2805 3032 9
84 1681 -68
4303 4831 26
1750 2143 84
985 1589 119
615 2821 15
3179 4593 -108
2092 4318 -144
2314 3903 238
2784 3777 -97
2233 4450 -4
2704 3892 -47
1775 1949 72
3472 4314 -45
1479 3584 137
4299 4753 149
2464 4980 -35
3425 4835 45
1849 2822 -63
1417 3444 -116
526 977 83
354 908 97
3412 3511 228
28 2246 53
25 2350 -115
944 3310 -66
3875 4316 -57
2089 2657 120
1070 1825 225
319 2719 -25
611 2514 213
4175 4650 -8
3342 4040 -49
1653 2150 -28
525 4194 52
1807 4084 11
97 4847 -3
3261 4359 -11
1547 2029 -102
1038 2964 44
1137 2054 37
246 3692 -139
366 3672 -97
1640 3436 79
2336 4241 80
2660 4128 244
3011 4492 31
1767 4577 207
1515 3672 96
59 2322 182
3044 3181 152
2003 3012 223
1927 2181 -18
764 2565 185
2088 3228 25
1395 2119 -145
3959 4850 144
3780 4874 -11
144 4737 -94
2030 2670 30
59 4865 30
1360 4790 47
1188 4120 -131
1512 3400 28
1307 2661 -125
2882 4665 211
1757 3408 -29
1288 2014 -69
888 978 169
1911 2490 139
1518 1828 107
3881 4584 100
1705 4363 179
1299 2812 179
1493 2503 111
1764 4349 0
1584 4556 35
293 3952 -93
1128 4351 117
2988 4135 -74
633 798 11
2290 3668 6
3141 4477 -94
1429 3893 159
2605 3169 218
1482 4912 92
1918 3953 -67
696 819 250
834 4550 0
748 3665 171
371 3598 -138
2791 4075 224
557 4410 -140
1317 3183 55
3018 3103 49
573 1463 39
3863 3887 57
2201 2611 20
1343 1984 153
2624 3479 -83
2587 4538 79
307 4619 223
2594 3302 111
833 3714 129
1916 4451 24
4478 4963 -52
4598 4767 182
957 3832 74
2573 2982 -125
2882 3650 95
1230 1658 217
967 3702 -60
731 4518 42
1985 2131 42
4456 4472 69
673 1070 -123
3117 3914 128
422 4828 53
580 1687 -127
1218 4046 50
1258 4895 -75
1692 3357 24
2822 4348 188
2138 4413 207
3846 4359 -67
2541 4594 86
546 2418 50
93 2139 -125
350 925 -14
1986 4181 -16
215 2541 45
110 1945 -130
220 1871 26
2041 3258 158
1309 3577 195
914 3286 -51
529 4642 -123
88 2821 14
2017 4770 93
699 3729 14
1179 4235 -40
1109 3084 35
2675 2806 178
2823 4119 -28
1675 3323 156
4263 4753 -53
2769 4468 86
685 1585 150
742 3557 187
3477 4395 116
2657 3025 -117
1282 3594 -135
2332 3053 51
145 2873 103
1241 2362 198
257 4787 54
3409 4071 5
1728 3297 117
1219 4774 249
197 2419 103
1466 4041 -80
641 1504 -114
4117 4835 -49
3662 4694 73
1163 1864 195
1584 3799 -120
1198 2845 238
3814 4201 -9
1327 1330 -91
1214 2901 -137
934 1136 -40
1232 1586 -122
2963 3765 114
2031 3365 214
1162 4253 -79
1379 4274 110
1309 3464 -51
2026 3911 -15
437 3304 209
1163 2993 219
1001 4471 87
1160 2120 98
1775 3259 220
4179 4455 29
2562 4731 -37
178 2836 139
810 3311 -150
4399 4413 34
829 4178 -86
719 3641 153
74 2193 3
975 2662 86
4237 4280 -128
1239 3439 -87
872 4570 -47
255 4116 -90
2156 2305 133
1477 1790 -33
2290 3952 -68
120 1291 170
1346 2967 -109
1020 4657 203
189 4596 -7
3241 4815 43
2459 4344 -59
4461 4641 -32
1576 4143 205
3144 3382 -104
2435 4732 38
698 3696 1
3313 4793 73
1733 3568 39
1879 3819 -122
1961 3031 140
2252 4145 -117
894 4400 -150
3398 4703 27
1392 4823 -2
407 910 -4
1333 2054 117
1928 4419 -8
805 3937 209
3273 4345 73
457 711 81
1267 2676 -123
519 1096 176
39 4595 4
2223 4151 23
279 3986 68
579 4410 212
1129 2662 180
1988 2803 217
308 1422 -2
3836 4902 -65
3310 3359 -7
1094 3290 146
1059 2408 248
4266 4343 106
659 2213 -140
597 2282 105
2030 2071 204
2466 4368 145
2548 4558 -48
523 3596 208
2315 4370 193
873 948 -24
2602 4510 130
1809 4715 180
1884 4327 -88
654 4151 65
1703 4367 127
3439 4041 -22
2803 3603 102
522 4008 -116
653 3986 49
416 4485 44
741 2908 -125
4021 4413 -25
472 4475 224
927 1212 -87
1727 1807 179
144 4026 -107
188 4812 -106
847 4150 -77
3445 4736 -139
646 3704 141
223 4386 -45
520 1708 -86
2905 3210 100
568 2500 167
1317 1504 1
141 2614 116
1484 2510 -88
349 4550 211
611 3350 243
1717 2024 -14
1082 4844 198
969 3009 -62
2251 4034 41
608 1819 -21
1845 3502 235
2308 3422 13
1900 4193 152
918 1909 37
823 4634 -136
1019 2540 212
920 967 182
1575 1708 -138
844 2351 -128
1147 2343 -112
478 3306 113
3439 4521 -143
3408 3650 -72
2556 3096 -122
3304 3836 173
641 2967 -85
1601 2410 46
2753 4103 122
3066 3546 -74
2092 2591 238
1986 2230 -34
308 2196 173
936 1531 63
1335 2857 5
947 1400 43
1202 3513 -139
1097 2187 32
952 2885 -80
1223 3722 64
2952 4682 -125
3084 4789 -45
783 3903 -26
792 4192 -9
2411 3908 166
2050 3101 3
1615 2861 202
2633 2774 219
3167 4262 63
351 2863 43
2205 3792 40
388 4407 153
2494 3065 216
1481 4287 233
1286 2788 107
2008 2593 170
2714 4405 217
260 3724 90
50 3194 183
54 1958 245
1404 4080 166
3214 3486 66
1238 4515 -101
515 4795 233
2958 2984 122
3457 3531 -140
4825 4916 -26
3848 3861 33
938 3046 -73
146 4676 131
2472 3690 45
2165 2278 -138
751 4677 40
4122 4719 12
2362 2751 105
411 4460 -41
2951 4993 72
441 4559 247
5 3051 -84
1966 3576 177
490 1804 -150
1467 4734 -5
581 4827 197
1594 1805 -75
520 4013 120
476 2364 24
1481 4041 45
2438 3115 232
4276 4935 88
1978 3379 153
737 2117 180
1809 4164 49
3353 4279 123
491 2728 -83
1887 2998 203
909 2871 147
1724 3941 58
1623 3609 6
1397 1884 -33
1124 4181 222
1062 3342 134
2131 4288 -115
2084 3287 171
64 954 -129
3048 3719 -36
2545 3730 -96
3 3470 -132
1475 1727 189
1471 3910 148
2282 4101 182
3234 3860 229
105 4132 147
429 1478 149
937 4620 49
1363 2237 18
3463 4279 -28
1419 4560 -89
535 1122 89
8 4092 63
1207 2059 -70
1712 4205 80
1546 1889 100
2255 4564 -92
491 1328 149
3322 3541 208
3688 3974 144
1093 2536 33
3900 3938 115
1508 2236 -133
1004 1944 141
1256 4366 151
124 557 -104
2568 3149 -80
1288 3623 127
2322 4811 15
929 4798 185
2986 4087 5
3238 4285 145
113 410 39
287 4888 -142
1428 1799 11
2404 3333 150
350 2611 -1
2397 4020 23
280 365 -93
4230 4545 230
850 4144 -108
2724 3320 240
211 1927 14
2537 2577 214
2830 4784 -3
159 4406 204
3689 3812 241
2337 3894 16
671 2598 218
1271 2859 133
1485 4749 172
1858 3129 -42
3263 3328 -68
177 3647 236
105 1515 34
1307 4731 29
3957 4510 -84
181 1183 83
1826 2258 -23
683 2550 -110
2959 3540 146
861 2133 -72
2125 2565 211
1351 3811 42
634 4425 58
2198 4529 249
2110 3364 157
3242 4855 167
2678 4296 60
1006 4408 -95
1667 2427 -26
2944 4323 248
203 1863 -13
3407 4969 -7
2341 4064 199
276 847 5
500 2805 -146
3120 4025 11
2154 3530 -82
330 3648 -97
874 1174 142
1766 3163 -145
1531 4571 98
927 4936 -67
1581 2635 180
1315 3932 183
429 2706 -30
4597 4634 76
2938 4464 -104
1994 4764 -97
659 4699 16
2862 3211 -54
58 3681 -23
1243 4520 -149
1333 3718 -22
1939 3089 28
2171 4645 173
680 4374 132
2311 3906 -87
885 4124 168
1162 4286 -73
4090 4386 202
4286 4972 192
731 2807 -5
2310 3966 9
2068 2326 -41
2428 2489 250
3634 4122 128
269 4952 157
2013 3493 0
2296 3885 41
41 4153 -149
401 2758 18
347 4862 -71
2564 4650 168
209 1696 -84
589 757 167
2973 3511 -38
2016 3941 -70
1472 2335 -115
1074 2437 -55
719 909 -15
899 4272 -72
3519 4217 -37
641 1685 -50
2169 3491 -3
1800 2475 108
2209 2989 -137
3234 3445 37
2413 2952 36
1957 3724 229
556 3761 53
3650 4849 2
255 2325 -101
419 4788 234
973 3281 -104
742 873 144
914 4467 -1
377 1902 232
3000 3724 248
1097 4879 118
2731 2737 -68
1656 3118 32
2572 4327 -150
1586 3520 -87
1877 4550 -124
1993 4004 247
402 4775 149
2317 4839 70
4236 4238 98
543 2043 -128
200 3143 -110
298 3474 217
84 2216 -111
2653 3369 127
2540 4547 130
75 2835 199
1823 4265 99
3423 3676 80
265 1239 114
1833 3025 -26
2000 4500 31
253 4815 196
2184 2440 213
3192 4597 179
256 1063 22
2735 3052 -86
235 3351 4
4364 4584 57
814 3205 -107
4104 4186 118
1722 4189 -111
399 475 189
804 3478 -2
160 251 10
922 2874 -70
1273 4514 -74
2912 3934 -59
1942 4591 -79
1816 3654 191
1429 1750 89
1894 2181 163
1116 1703 -128
2404 3896 69
3981 4713 -78
536 4540 194
16 662 249
1937 2062 -114
1260 4193 25
604 1055 -17
361 3408 57
1535 3998 123
1013 2379 132
600 2742 -26
4172 4455 139
2547 4734 22
607 641 91
1689 4005 49
2040 4388 124
842 3254 162
1942 3929 -83
2556 4350 -124
2502 3930 20
886 3548 126
4292 4806 221
509 2131 -60
830 1546 87
3483 4348 -54
744 3833 128
357 2121 152
924 2468 -137
1496 3175 77
3318 3652 226
1533 3304 -78
1653 2262 123
524 4317 104
30 4516 113
3215 4551 -62
424 1037 228
1502 3779 -3
169 1147 57
3224 4441 17
1985 4947 -103
1712 4648 211
137 441 -33
2430 3114 142
3961 4498 39
989 2359 -42
1007 1971 -35
3969 4701 48
1038 4911 172
446 4683 -96
2173 3979 66
465 4373 22
2922 3162 -59
292 698 218
2637 3509 67
1699 2216 245
4075 4307 24
1194 4188 206
3542 3728 -150
3064 3398 -103
2380 4028 55
2141 4240 192
2126 2476 139
847 2372 -95
978 4440 -82
1358 3975 92
2866 3007 78
508 1583 86
1942 4230 -108
1133 1387 227
786 3076 250
606 775 -86
881 3130 13
1493 3739 111
482 4407 -59
75 2109 -39
2851 3035 -99
2754 3951 161
1056 1698 69
1763 3871 27
508 1471 -101
3905 4618 159
1642 3845 -93
244 4145 99
610 1078 126
2901 3824 59
3030 4717 235
1343 1850 -57
3270 4166 249
4366 4930 240
2335 4548 181
4146 4507 155
276 2498 215
3831 4196 242
4587 4831 114
58 1526 237
1639 1745 213
2634 4395 -70
3725 4766 -10
893 1422 87
1086 1223 141
2272 3134 222
995 3472 17
1482 2628 74
2865 4755 186
816 3571 80
1673 2713 118
339 1132 244
1285 4453 186
430 3490 239
798 4385 -84
3434 4197 -81
1157 4835 84
2903 4961 -99
1534 3943 -149
501 971 239
2183 3340 -27
1431 1856 196
1877 2545 216
1398 2823 -38
1321 3594 -103
142 3714 -22
2248 4818 -27
1392 4134 203
12 3703 -142
198 267 33
1496 3071 -45
2562 3760 110
1 530 -129
241 303 24
375 4375 -28
852 4356 -108
911 1400 -44
2992 4834 -62
1575 1693 129
2307 4301 154
2098 4238 107
801 1206 232
1071 1682 -72
3644 3801 21
1594 4457 -71
119 3861 122
997 2531 221
2674 4855 168
2808 3651 246
145 2348 -9
623 1017 49
3744 4728 206
3558 3684 125
446 1686 203
4099 4753 59
1132 4036 -2
763 4347 -147
2742 3788 -26
2781 4132 100
970 1307 234
507 4617 19
1546 2961 90
1547 4328 77
2366 4602 104
87 3048 156
3536 4898 113
257 1893 222
48 4080 -4
3017 4349 -29
3586 4995 -89
1667 3085 133
2022 3025 238
2968 3687 123
2416 4637 239
527 1399 -128
790 1765 -116
126 767 8
2713 4291 0
654 1554 242
2692 4254 142
2137 4937 218
1149 3959 -78
2693 3200 42
2392 3729 220
2639 3477 202
1578 4974 -37
250 2842 -111
1133 1746 234
235 2726 122
25 291 -115
291 3139 -111
40 2858 -52
2377 2930 -43
3357 4726 143
1060 4290 -123
781 3378 -139
145 3451 202
1988 4934 -33
1300 2806 -70
3166 4563 -2
266 4168 15
214 2687 78
2011 3789 25
151 168 19
1923 4196 213
522 3854 77
2062 4203 149
687 2178 87
731 4900 -51
1120 4014 54
3251 4752 -10
2704 2907 210
1166 4431 90
436 3497 -118
2991 3727 172
3975 4802 -110
179 1994 -71
3387 4719 151
1773 4686 -84
981 1719 18
1184 3899 161
2376 2863 -116
1112 2132 -150
4787 4858 111
1117 1818 3
3206 4532 215
1707 2734 -119
4445 4464 -77
550 1414 -115
2654 3853 54
